stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
8554920,3126,"Sage Road at Dobbins Drive","",35.94571,-79.013278,,,0,,,0,,
8554921,3113,"Dobbins Drive at Cosgrove Hills","",35.944115,-79.014686,,,0,,,0,,
8554922,3468,"Old Oxford Road at Kirkwood Drive","",35.946658,-79.02095,,,0,,,0,,
8554923,3462,"Old Oxford Road at Booker Creek Road","",35.94575,-79.023671,,,0,,,0,,
8554924,3001,"Summerfield Crossing at Grist Mill","",35.943679,-79.025297,,,0,,,0,,
8554925,3116,"Summerfield Crossing at Berry Patch","",35.943642,-79.022145,,,0,,,0,,
8554926,3117,"Summerfield Crossing at Beaver Dam","",35.941557,-79.021215,,,0,,,0,,
8554927,3120,"Dobbins Drive at Foxcroft Drive","",35.940837,-79.021978,,,0,,,0,,
8554928,3121,"Dobbins Drive at Franklin Square","",35.938693,-79.024499,,,0,,,0,,
8554929,3273,"East Franklin Street a Booker Creek","",35.936821,-79.026394,,,0,,,0,,
8554930,3366,"East Franklin Street at Elliott Road Westbound","",35.934754,-79.029843,,,0,,,0,,
8554931,3368,"East Franklin Street at Franklin Woods","",35.932349,-79.032249,,,0,,,0,,
8554932,3369,"East Franklin Street at 1511","",35.931488,-79.033089,,,0,,,0,,
8554933,3253,"East Franklin Street at Hillsborough Street","",35.915796,-79.049136,,,0,,,0,,
8554943,3017,"Colony Woods Drive at Overland Drive","",35.934058,-79.00187,,,0,,,0,,
8554944,3002,"Fountain Ridge Road at Highview Drive","",35.936562,-79.004091,,,0,,,0,,
8554946,3589,"West Poplar Avenue at Apartments","",35.912326,-79.092811,,,0,,,0,,
8554947,3488,"NC 54 East at West Poplar Avenue","",35.912211,-79.091764,,,0,,,0,,
8554948,3592,"NC 54 at Oleander Road","",35.909231,-79.090187,,,0,,,0,,
8554949,3458,"NC 54 East at Westbrook Drive","",35.903149,-79.081261,,,0,,,0,,
8554950,3457,"NC 54 East at Canterbury","",35.902415,-79.077017,,,0,,,0,,
8554951,3708,"Merritt Mill Road at Greensboro Street","",35.901268,-79.072432,,,0,,,0,,
8554952,3087,"Merritt Mill Road at Manley Estates","",35.901879,-79.068056,,,0,,,0,,
8554953,3157,"Merritt Mill Road at Lincoln Center","",35.902879,-79.06677,,,0,,,0,,
8554954,3181,"Merritt Mill Road at Locust Court","",35.90555,-79.064013,,,0,,,0,,
8554955,3202,"Cameron Avenue at Kennon Cheek/Rebecca Clark Building","",35.907318,-79.06299,,,0,,,0,,
8554956,3203,"Cameron Avenue at South Roberson Street","",35.907666,-79.062092,,,0,,,0,,
8554957,3206,"Cameron Avenue at Cameron Glen Drive","",35.90835,-79.060375,,,0,,,0,,
8554958,3208,"Cameron Avenue at Wilson Street","",35.909569,-79.057121,,,0,,,0,,
8554959,3210,"Cameron Avenue at Pittsboro Street","",35.910041,-79.055838,,,0,,,0,,
8555141,3657,"Airport Road at Estes Drive Eastbound","",35.931878,-79.05878,,,0,,,0,,
8555142,3241,"Airport Drive at Martin Luther King Junior Boulevard Eastbound","",35.932188,-79.055949,,,0,,,0,,
8555153,3439,"Raleigh Street at Alderman Hall","",35.914796,-79.048697,,,0,,,0,,
8555154,3108,"Hillsborough Street at East Romemary Street Northbound","",35.916919,-79.049861,,,0,,,0,,
8555155,3030,"Hillsborough Street at Union Chapel Hill Northbound","",35.919957,-79.051545,,,0,,,0,,
8555156,3248,"Hillsborough Street at Bolinwood Drive","",35.923468,-79.05167,,,0,,,0,,
8555157,3054,"Airport Drive at Martin Luther King Junior Boulevard Westbound","",35.932295,-79.056205,,,0,,,0,,
8555158,3656,"Airport Drive at Estes Drive Westbound","",35.932157,-79.059224,,,0,,,0,,
8555159,3209,"Cameron Avenue at Granville Towers","",35.90962581129739,-79.05740291534424,,,0,,,0,,
8555160,3207,"Cameron Avenue at Kenan Street","",35.908930380906334,-79.05922291534425,,,0,,,0,,
8555161,3205,"Cameron Avenue at South Roberson Street","",35.90796951946113,-79.0617248687172,,,0,,,0,,
8555162,3204,"Cameron Avenue at Railroad Tracks","",35.907438657434824,-79.06309486871719,,,0,,,0,,
8555163,3570,"Merritt Mill Road at Locust Court","",35.904934761056,-79.06448096197128,,,0,,,0,,
8555164,3585,"Merritt Mill Road at Lincoln Center","",35.903097797565394,-79.06674559755325,,,0,,,0,,
8555165,3586,"Merritt Mill Road at Manley Estates","",35.90201866145232,-79.06815900859833,,,0,,,0,,
8555166,3146,"Merritt Mill Road at Roberts Street","",35.9014,-79.072222,,,0,,,0,,
8555167,3465,"NC 54 West at Royal Park Apartments","",35.903001,-79.077918,,,0,,,0,,
8555168,3143,"NC 54 West at Carolina Apartments","",35.90357,-79.082161,,,0,,,0,,
8555169,3140,"Jones Ferry Road at Willow Creek at Medicine Center Westbound","",35.9050086592361,-79.0890302331352,,,0,,,0,,
8555170,3572,"Old Fayetteville Road at Poplar Place","",35.902977,-79.091017,,,0,,,0,,
8555171,3461,"Landerwood Lane at Fountain Ridge Road","",35.936496,-79.009319,,,0,,,0,,
8555172,3474,"Landerwood Lane at Ephesus Church Road","",35.933221,-79.008912,,,0,,,0,,
8555173,3059,"Ephesus Church Road at Tinkerbell Road Westbound","",35.932678,-79.012005,,,0,,,0,,
8555174,3060,"Ephesus Church Road at Ephesus School","",35.932512,-79.016164,,,0,,,0,,
8555175,3063,"Ephesus Church Road at Kings Arms Apartments","",35.933166,-79.019384,,,0,,,0,,
8555176,3064,"Ephesus Church Road at Hamlin Park","",35.934194,-79.020803,,,0,,,0,,
8555177,3067,"Ephesus Church Road at Legion Road Westbound","",35.935049,-79.021802,,,0,,,0,,
8555178,3507,"Weaver Street at Weaver Street Market","",35.910982,-79.07165,,,0,,,0,,
8555179,3541,"North Greensboro Street at Harris Teeter","",35.912163,-79.072192,,,0,,,0,,
8555180,3539,"North Greensboro Street at Cedar Court","",35.914899,-79.072112,,,0,,,0,,
8555181,3538,"North Greensboro Street at Oak Avenue Westbound","",35.916874,-79.07363,,,0,,,0,,
8555182,3535,"North Greensboro Street at Williams Street","",35.918085,-79.076016,,,0,,,0,,
8555183,3533,"North Greensboro Street at Pine Street","",35.919096,-79.077283,,,0,,,0,,
8555184,3531,"North Greensboro Street at Weathervane Drive","",35.920893,-79.080306,,,0,,,0,,
8555185,3529,"North Greensboro Street at Bolin Forest","",35.920905,-79.082311,,,0,,,0,,
8555186,3527,"North Greensboro Street at Morningside Drive Westbound","",35.921294,-79.085238,,,0,,,0,,
8555187,3525,"Hillsborough Road at Blueridge Road","",35.922185,-79.08751,,,0,,,0,,
8555200,3401,"Eubanks Road at Northwood Drive Eastbound","",35.969349,-79.065979,,,0,,,0,,
8555201,3711,"New East Drive at Mason Farm Road","",35.901571,-79.051551,,,0,,,0,,
8555202,3220,"Mason Farm Road at Ambulatory Care Center Westbound","",35.902309,-79.054771,,,0,,,0,,
8555203,3188,"South Columbia Street at Purefoy Road Southbound","",35.895495,-79.058559,,,0,,,0,,
8555204,3189,"US 15-501 South at Culbreth Road","",35.892184,-79.058496,,,0,,,0,,
8555205,3645,"US 15-501 South at Bennett Road","",35.885033,-79.061326,,,0,,,0,,
8555206,3175,"Kildaire Road at Market Street","",35.880124,-79.065668,,,0,,,0,,
8555207,3646,"US 15-501 North at Bennett Road","",35.886099,-79.061313,,,0,,,0,,
8555208,3187,"South Columbia Street at Purefoy Road Northbound","",35.895608,-79.058294,,,0,,,0,,
8555209,3403,"Martin Luther King Junior Boulevard at Weaver Dairy Road","",35.964838,-79.058491,,,0,,,0,,
8555210,3080,"Eubanks Road at Northwood Drive Westbound","",35.969628148409875,-79.06688072883605,,,0,,,0,,
8555217,3416,"North Columbia Street at Town Hall Westbound","",35.91642,-79.057713,,,0,,,0,,
8555218,3089,"Umstead Drive at Pritchard Avenue Extension Westbound","",35.922651,-79.060437,,,0,,,0,,
8555219,3040,"Umstead Drive at Umstead Park Westbound","",35.921799,-79.062343,,,0,,,0,,
8555220,3039,"Umstead Drive at Bolinwood Apartments","",35.922733,-79.065025,,,0,,,0,,
8555221,3038,"Village Drive at Winding Creek Lane Westbound","",35.921842,-79.066081,,,0,,,0,,
8555222,3406,"Village Drive at Fernwood Lane Westbound","",35.920931,-79.067308,,,0,,,0,,
8555223,3085,"Village Drive at Oakland Drive Westbound","",35.921276,-79.069354,,,0,,,0,,
8555224,3035,"Village Drive at Estes Drive Westbound","",35.922788,-79.070893,,,0,,,0,,
8555230,3594,"Hillsborough Road at 904","",35.923356,-79.089514,,,0,,,0,,
8555231,3600,"Hillsborough Road at Rainbow Drive Westbound","",35.924129,-79.090478,,,0,,,0,,
8555232,3596,"Hillsborough Road at Dove Street","",35.92515,-79.091316,,,0,,,0,,
8555233,3551,"Hillsbourough Road at James Street Westbound","",35.926914,-79.092746,,,0,,,0,,
8555234,3550,"Hillsborough Road at 1218","",35.929061,-79.095379,,,0,,,0,,
8555235,3549,"Hillsbourough Road at Barrington Hills","",35.931132,-79.097858,,,0,,,0,,
8555236,3548,"Hillsborough Road at Old Fayetteville Road","",35.933074,-79.100444,,,0,,,0,,
8555237,3545,"Old Fayetteville Road at Pine Grove Southbound","",35.924227,-79.100242,,,0,,,0,,
8555238,3730,"Old Fayetteville Road at NC 54","",35.918629,-79.09893,,,0,,,0,,
8555239,3729,"Old Fayetteville Road at Swansea Lane","",35.915889,-79.097028,,,0,,,0,,
8555240,3728,"Old Fayetteville Road at Lacock Road","",35.914285,-79.095784,,,0,,,0,,
8555241,3727,"Old Fayetteville Road at Poplar Avenue","",35.912023,-79.094109,,,0,,,0,,
8555242,3726,"Old Fayetteville Road at West End Flats Southbound","",35.910388,-79.093414,,,0,,,0,,
8555243,3725,"Old Fayetteville Road at 228","",35.907205,-79.092302,,,0,,,0,,
8555244,3724,"Old Fayetteville Road at 107","",35.905355,-79.09172,,,0,,,0,,
8555299,3405,"Village Drive at Estes Drive Eastbound","",35.92272000978763,-79.07101411045075,,,0,,,0,,
8555300,3084,"Village Drive at Oakland Drive Eastbound","",35.92116813591069,-79.06945592394257,,,0,,,0,,
8555301,3036,"Village Drive at Fernwood Lane Eastbound","",35.920834,-79.067208,,,0,,,0,,
8555302,3037,"Village Drive at Winding Creek Eastbound","",35.922078,-79.065888,,,0,,,0,,
8555303,3041,"Umstead Drive at Umstead Park Eastbound","",35.921675,-79.062332,,,0,,,0,,
8555304,3429,"Umstead Drive at Pritchard Avenue Extension Eastbound","",35.922493,-79.060571,,,0,,,0,,
8555305,3048,"Longview Street at North Columbia Street","",35.919617,-79.059869,,,0,,,0,,
8555306,3052,"North Columbia Street at Town Hall Eastbound","",35.91641,-79.057877,,,0,,,0,,
8555307,3353,"Exchange at Meadowmont","",35.90362,-79.016614,,,0,,,0,,
8555308,3352,"Franklin Street at Trust Building","",35.902425,-79.013822,,,0,,,0,,
8555525,3191,"NC 54 East at Kingswood","",35.89888,-79.067392,,,0,,,0,,
8555526,3190,"NC 54 West at Laurel Ridge","",35.898821,-79.066651,,,0,,,0,,
8555527,3697,"Rogers Road at Meadow Run Court Southbound","",35.964484,-79.089575,,,0,,,0,,
8555528,3695,"Rogers Road at Purefoy Road Southbound","",35.959213,-79.084347,,,0,,,0,,
8555529,3693,"Rogers Road at Rusch Road Southbound","",35.957296,-79.082336,,,0,,,0,,
8555530,3691,"Rogers Road at Tallyho Trail","",35.955657,-79.081741,,,0,,,0,,
8555531,3688,"Rogers Road at Claymore Road","",35.952787,-79.080927,,,0,,,0,,
8555532,3687,"Homestead Road at Sterling Bridge Road Southbound","",35.950249,-79.081251,,,0,,,0,,
8555533,3685,"Homestead Road at Camden Lane Southbound","",35.948397,-79.082791,,,0,,,0,,
8555534,3614,"Chapel Hill High School","",35.947179,-79.08079,,,0,,,0,,
8555535,3621,"High School Road at Seawell School Road Eastbound","",35.946376,-79.07645,,,0,,,0,,
8555536,3712,"Seawell School Road at Savannah Terrace Northbound","",35.948616,-79.075447,,,0,,,0,,
8555537,3742,"Seawell School Road at Kove Road Northbound","",35.950501,-79.075433,,,0,,,0,,
8555538,3721,"Homestead Road at Hearthstone Lane Southbound","",35.951809,-79.073301,,,0,,,0,,
8555539,3723,"Homestead Road at Greenway Landing Southbound","",35.95169,-79.069679,,,0,,,0,,
8555540,3610,"Southern Human Services Southbound","",35.950392,-79.063964,,,0,,,0,,
8555541,3329,"Orange County Social Services","",35.948899,-79.06492,,,0,,,0,,
8555542,3709,"Southern Human Services Northbound","",35.95069,-79.063758,,,0,,,0,,
8555543,3710,"Homestead Road at Seymour Center Southbound","",35.95119,-79.063887,,,0,,,0,,
8555544,3336,"Homestead Road at Martin Luther King Junior Boulevard Eastbound","",35.949996,-79.059746,,,0,,,0,,
8555554,3519,"West Main Street at James Street","",35.917575,-79.09326,,,0,,,0,,
8555555,3604,"West Main Street at Simpson Street","",35.917121,-79.091567,,,0,,,0,,
8555556,3575,"West Main Street at Westview Drive","",35.916402,-79.089045,,,0,,,0,,
8555557,3576,"High Street at Goldston Avenue","",35.91617,-79.085964,,,0,,,0,,
8555558,3577,"High Street at Hillsborough Road","",35.917552,-79.083669,,,0,,,0,,
8555559,3578,"Hillsborough Road at Pine Street","",35.916037,-79.081718,,,0,,,0,,
8555560,3579,"Hillsborough Road at West Main Street","",35.913905,-79.079748,,,0,,,0,,
8555561,3580,"West Main Street at Carrboro Town Hall","",35.911904,-79.077489,,,0,,,0,,
8555562,3581,"Weaver Street at Lindsay Street","",35.911131,-79.075615,,,0,,,0,,
8555563,3192,"Culbreth Road at Channing Lane","",35.892496,-79.062445,,,0,,,0,,
8555564,3193,"Culbreth Road at Culbreth Park Drive","",35.891808,-79.06431,,,0,,,0,,
8555565,3194,"Culbreth Road at Southbridge Drive","",35.891863,-79.066039,,,0,,,0,,
8555566,3195,"Culbreth Road at Adams Way","",35.892175,-79.067949,,,0,,,0,,
8555567,3196,"Culbreth Road at Weyer Drive","",35.8926615255366,-79.0705668926239,,,0,,,0,,
8555568,3197,"Culbreth Road at Covenant Place","",35.893714,-79.075739,,,0,,,0,,
8555573,3503,"Weaver Street at Lindsay Street","",35.911269,-79.075531,,,0,,,0,,
8555574,3502,"West Main Street at Carrboro Town Hall","",35.911987,-79.077327,,,0,,,0,,
8555575,3513,"Hillsborough Road at West Main Street","",35.914117,-79.079737,,,0,,,0,,
8555576,3514,"Hillsborough Road at Pine Street","",35.91613,-79.081609,,,0,,,0,,
8555577,3515,"High Street at Hillsborough Road","",35.91749,-79.083946,,,0,,,0,,
8555578,3516,"High Street at Goldston Avenue","",35.916225,-79.086123,,,0,,,0,,
8555579,3517,"West Main Street at Westview Drive Westbound","",35.916558,-79.089,,,0,,,0,,
8555580,3518,"West Main Street at Simpson Street","",35.917234,-79.091423,,,0,,,0,,
8555581,3520,"West Main Street at Carrboro Post Office","",35.917845,-79.093399,,,0,,,0,,
8555582,3131,"NC 54 East at ABC Store","",35.916376,-79.093495,,,0,,,0,,
8555583,3130,"NC 54 East at Berkshire Manor West","",35.915006,-79.092979,,,0,,,0,,
8555584,3651,"West Poplar Avenue at Carolina Springs","",35.912398,-79.093012,,,0,,,0,,
8555585,3331,"Homstead Road at Martin Luther King Junior Boulevard Westbound","",35.950422,-79.0602,,,0,,,0,,
8555586,3747,"Homestead Road at Seymour Center Northbound","",35.95138255019662,-79.0641915606785,,,0,,,0,,
8555587,3722,"Homestead Road at Greenway Landing Northbound","",35.951831,-79.070029,,,0,,,0,,
8555588,3720,"Homestead Road at Hearthstone Lane Northbound","",35.951968,-79.073382,,,0,,,0,,
8555589,3748,"Seawell School Road at Kove Road Southbound","",35.950472,-79.07565,,,0,,,0,,
8555590,3749,"Seawell School Road at Savannah Terrace Southbound","",35.949181,-79.075622,,,0,,,0,,
8555591,3620,"High School Road at Seawell School Road Westbound","",35.946541,-79.076542,,,0,,,0,,
8555592,3683,"High School Road at Celtic Circle","",35.947319,-79.081155,,,0,,,0,,
8555593,3684,"Homestead Road at Camden Lane Southbound","",35.947941,-79.082762,,,0,,,0,,
8555594,3686,"Homestead Road at Sterling Bridge Road Northbound","",35.949985,-79.081341,,,0,,,0,,
8555595,3689,"Rogers Road at Sylvan Way","",35.952492,-79.080684,,,0,,,0,,
8555596,3690,"Rogers Road at Ezekiel Peppers Trail","",35.955457,-79.081534,,,0,,,0,,
8555597,3692,"Rogers Road at Rusch Road Northbound","",35.957323,-79.0822,,,0,,,0,,
8555598,3694,"Rogers Road at Purefoy Road Northbound","",35.959096,-79.083961,,,0,,,0,,
8555599,3696,"Rogers Road at Meadow Run Court Northbound","",35.964386,-79.089237,,,0,,,0,,
8555603,3272,"Elliot Road at First Citizens Bank","",35.934347,-79.02872,,,0,,,0,,
8555604,3271,"Elliot Road at Berkshire Chapel Hill Eastbound","",35.933075,-79.028112,,,0,,,0,,
8555605,3070,"Elliott Road at Fordham Boulevard","",35.932341,-79.025372,,,0,,,0,,
8555606,3754,"Legion Road at Ephesus Church Road","",35.935609,-79.020803,,,0,,,0,,
8555607,3731,"Legion Road at Turnberry Lane","",35.93761,-79.019015,,,0,,,0,,
8555608,3101,"Legion Road at Europa Drive Eastbound","",35.939544,-79.016654,,,0,,,0,,
8555609,3593,"Legion Road at Formosa Drive","",35.94038,-79.015577,,,0,,,0,,
8555610,3104,"Legion Road at Forsyth Drive","",35.941454,-79.013694,,,0,,,0,,
8555611,3123,"Legion Road at Scarlett Drive Eastbound","",35.942649,-79.01173,,,0,,,0,,
8555612,3644,"Legion Road at Cooper Street","",35.942744,-79.00882,,,0,,,0,,
8555613,3555,"Old Durham Road at Cooper Street","",35.94417,-79.007707,,,0,,,0,,
8555614,3556,"Old Durham Road at Bluefield Road","",35.944276,-79.003529,,,0,,,0,,
8555615,3734,"Old Durham Road at East Lakeview Drive Westbound","",35.944681,-79.001561,,,0,,,0,,
8555616,3492,"Jones Ferry Road at Barnes Street","",35.908182,-79.079616,,,0,,,0,,
8555617,3493,"Jones Ferry Road at Bim Street","",35.909084,-79.077808,,,0,,,0,,
8555618,3145,"Jones Ferry Road at Thrift Store","",35.909843,-79.075258,,,0,,,0,,
8555619,3456,"West Main Street at Thrift Store","",35.910007,-79.07446,,,0,,,0,,
8555624,3306,"Foxwood Drive at Honeysuckle Road","",35.949728,-79.023507,,,0,,,0,,
8555625,3305,"Foxwood Drive at Sedgefield Drive","",35.952066,-79.021745,,,0,,,0,,
8555626,3304,"Sedgefield Drive at Mayberry Court","",35.953318,-79.02347,,,0,,,0,,
8555627,3303,"Sedgefield Drive at Rosewood Court","",35.953488,-79.02523,,,0,,,0,,
8555628,3299,"Honeysuckle Road at Sedgefield Drive","",35.952554,-79.026304,,,0,,,0,,
8555629,3326,"Honeysuckle Road at Red Bud Lane","",35.952552,-79.029129,,,0,,,0,,
8555630,3302,"Honeysuckle Road at Honeysuckle Court","",35.952502,-79.030919,,,0,,,0,,
8555631,3318,"Honeysuckle Road at Brookview Road","",35.951317,-79.033565,,,0,,,0,,
8555632,3316,"North Lakeshore Drive at 2121","",35.948783,-79.034702,,,0,,,0,,
8555633,3313,"North Lakeshore Drive at Kenmore Road Westbound","",35.946502,-79.03596,,,0,,,0,,
8555634,3311,"North Lakeshore Drive at Shady Lawn Road","",35.944538,-79.037807,,,0,,,0,,
8555635,3309,"North Lakeshore Drive at 1821","",35.942593,-79.039165,,,0,,,0,,
8555636,3074,"North Lakeshore Drive at Rock Creek Road Westbound","",35.941043,-79.03997,,,0,,,0,,
8555637,3077,"Curtis Road at South Lakeshore Drive Westbound","",35.939607,-79.040186,,,0,,,0,,
8555638,3078,"Curtis Road at Lyons Road Southbound","",35.937981,-79.041358,,,0,,,0,,
8555639,3321,"Curtis Road at Clayton Road Westbound","",35.935431,-79.041936,,,0,,,0,,
8555640,3324,"Caswell Road at Estes Drive","",35.934766,-79.043087,,,0,,,0,,
8555641,3452,"Estes Drive at Phillips Middle School and Park Westbound","",35.9352,-79.047692,,,0,,,0,,
8555642,3477,"Estes Drive at Somerset Drive Westbound","",35.935253,-79.050606,,,0,,,0,,
8555643,3480,"Estes Drive at Methodist Church Westbound","",35.935272,-79.054681,,,0,,,0,,
8557214,3733,"Old Durham Road at East Lakeview Drive","",35.94463817313904,-79.00230609325409,,,0,,,0,,
8557215,3735,"Old Durham Road at Bluefield Road","",35.94438514448574,-79.00365072883608,,,0,,,0,,
8557216,3736,"Old Durham Road at Cooper Street","",35.9443329172174,-79.0077339067459,,,0,,,0,,
8557217,3753,"Legion Road at Cooper Street Westbound","",35.942851030833296,-79.00900769692421,,,0,,,0,,
8557218,3752,"Legion Road at Scarlett Drive Westbound","",35.94253817521644,-79.01218597668648,,,0,,,0,,
8557219,3125,"Legion Road at Forsyth Drive Westbound","",35.941764516869,-79.0134362098217,,,0,,,0,,
8557220,3103,"Legion Road at Formosa Drive","",35.940458405110284,-79.01569644295692,,,0,,,0,,
8557221,3751,"Legion Road at Europa Drive Westbound","",35.93945681201357,-79.01709953372955,,,0,,,0,,
8557222,3732,"Legion Road at Turnberry Lane","",35.93763994836373,-79.01918119510653,,,0,,,0,,
8557223,3755,"Legion Road at Ephesus Church Road","",35.935733434405584,-79.02079169080734,,,0,,,0,,
8557224,3069,"Elliott Road at Fordham Boulevard","",35.932469408678244,-79.02545766749382,,,0,,,0,,
8557225,3065,"Elliott Road at Berkshire Chapel Hill","",35.9324930308533,-79.02784075826646,,,0,,,0,,
8557226,3454,"Elliott Road at Whole Foods Market","",35.93437755157969,-79.02850221593857,,,0,,,0,,
8557239,3478,"Estes Drive at Methodist Churhc Eastbound","",35.935127,-79.054629,,,0,,,0,,
8557240,3476,"Estes Drive at Somerset Drive Eastbound","",35.935149,-79.050634,,,0,,,0,,
8557241,3325,"Estes Drive at Phillips Middle School and Park Eastbound","",35.935076,-79.047401,,,0,,,0,,
8557242,3323,"Caswell Road at Clayton Road","",35.935011,-79.042701,,,0,,,0,,
8557243,3322,"Curtis Road at Clayton Road Eastbound","",35.935393,-79.041784,,,0,,,0,,
8557244,3320,"Curtis Road at Lyons Road Northbound","",35.937779,-79.041202,,,0,,,0,,
8557245,3076,"Curtis Road at South Lakeshore Drive Eastbound","",35.939752,-79.040013,,,0,,,0,,
8557246,3310,"North Lakeshore Drive at 1822","",35.942626,-79.039005,,,0,,,0,,
8557247,3312,"North Lakeshore Drive at Arlington Street","",35.944219,-79.037999,,,0,,,0,,
8557248,3314,"North Lakeshore Drive at Kenmore Road Eastbound","",35.946207,-79.036153,,,0,,,0,,
8557249,3315,"North Lakeshore Drive at 2122","",35.94877,-79.034485,,,0,,,0,,
8557250,3317,"North Lakeshore Drive at Brookview Road","",35.950967,-79.033445,,,0,,,0,,
8557251,3319,"Honeysuckle Road at Honeysuckle Court","",35.952396,-79.030881,,,0,,,0,,
8557252,3301,"Honeysuckle Road at Red Bud Lane","",35.952424,-79.02904,,,0,,,0,,
8557253,3298,"Honeysuckle Road at Booker Creek Road","",35.952424,-79.027011,,,0,,,0,,
8557254,3308,"Booker Creek Road at Lakeshore Lane","",35.949701,-79.026892,,,0,,,0,,
8557261,3075,"North Lakeshore Drive at Rock Creek Road Eastbound","",35.940799,-79.039967,,,0,,,0,,
8581873,3388,"Hamilton Road at Raleigh Road","",35.908481,-79.023921,,,0,,,0,,
8581874,3560,"West Rosemary Street at Pritchard Avenue Westbound","",35.913463,-79.058079,,,0,,,0,,
8826976,3745,"Jones Ferry Road at Bim Street Southbound","",35.90923,-79.077744,,,0,,,0,,
8826977,3718,"Jones Ferry Road at Orange Water and Sewer Authority","",35.908414,-79.079574,,,0,,,0,,
8826978,3631,"Jones Ferry Road at Alabama Avenue","",35.906545,-79.084463,,,0,,,0,,
8831530,3151,"BPW Club Road at Orchard Ln","",35.8955210134729,-79.077610373497,,,0,,,0,,
8831531,3155,"BPW Club Road at Sterling Bluff","",35.895586198164,-79.0796542167664,,,0,,,0,,
8831532,3169,"BPW Club Road at Welcome Center","",35.8958498640753,-79.0830111398811,,,0,,,0,,
8831533,3153,"Tar Hill Drive at BPW Club Road Southbound","",35.8950006204307,-79.0856006741524,,,0,,,0,,
8831534,3654,"Tar Hill Drive at Carrboro High School Southbound","",35.8939323457352,-79.0858825975533,,,0,,,0,,
8831535,3653,"Carrboro High School Southbound","",35.8928722967902,-79.0843400359154,,,0,,,0,,
8831536,3655,"Rock Haven Road at Opposite Rock Creek West","",35.8918140890597,-79.0829358994961,,,0,,,0,,
8831537,3170,"Rock Haven Road at Renee Lynne Court","",35.8917597658993,-79.080303311348,,,0,,,0,,
9088973,3424,"West Franklin St at Church St","",35.91242,-79.057896,,,0,,,0,,
9088974,3483,"West Franklin St at UNC ITS","",35.910811,-79.062086,,,0,,,0,,
9375264,3756,"Martin Luther King Junior Boulevard at IFC Community House","",35.95151385867593,-79.0581685128975,,,0,,,0,,
9720643,3717,"Main Street at Inter-Faith Council (3717)","",35.910202,-79.073607,,,0,,,0,,
9720644,3716,"Jones Ferry Road at Main Street (3716)","",35.909847,-79.075928,,,0,,,0,,
9745919,3757,"Old Mason Farm Road at UNC Athletic Fields","",35.899447,-79.025701,,,0,,,0,,
